股票编号,年份（年末）,股价（年末最后20个交易日收盘价加权平均）,股价年化波动率
25,7,11.41546929650928,0.42026207317918235
26,1,2.907220396306532,0.31249832856724563
26,2,2.417789080346101,0.22090907061625575
26,3,2.0257155960191247,0.32702118163603583
26,4,3.7347756415070807,0.31391933807556066
26,5,4.307051482162868,0.6610210836907207
26,6,2.997202057082286,0.2960830115904579
26,7,2.822702522373835,0.19002983044307337
27,1,5.53238609515,0.0
27,2,5.53238609515,0.0
27,3,5.53238609515,0.0
27,4,5.53238609515,0.0
27,5,5.53238609515,0.0
27,6,36.498275060399244,0.5469384236601119
27,7,19.882417086359105,0.6074620376345116
28,1,2.7446522795561856,0.36602352546131794
28,2,1.8074183190235844,0.3986803451045136
28,3,1.9731448510627057,0.38646872249160685
28,4,2.792483971148,0.26571622624712776
28,5,10.659678661422,0.7350139296199888
28,6,8.873800332873333,0.2892110198902287
28,7,14.335538881899575,0.28832472917334995
29,1,9.583789939983,0.0
29,2,9.583789939983,0.0
29,3,9.583789939983,0.0
29,4,9.583789939983,0.0
29,5,12.634010611684596,0.7316519642030567
29,6,10.944607593978144,0.48052392681129835
29,7,7.616886451043931,0.28520884731168206
30,1,7.421467900694304,0.31779917689760245
30,2,5.544658559759216,0.4708874136130939
30,3,5.164030637408756,0.36154941012653535
30,4,8.431956792604948,0.449300812912584
30,5,14.304682285869603,0.7167637566899816
30,6,15.115550294672998,0.46016933771324037
30,7,20.014968888776583,0.5859449258781578
31,1,6.426425712122067,0.34577974588319893
31,2,9.708622416469545,0.34390960747700217
31,3,17.312673205500413,0.47821300268895645
31,4,12.558948415863771,0.3429582025482384
31,5,16.59432726445161,0.6001387027998122
31,6,13.247514877229264,0.4101603605629812
31,7,17.27583793106052,0.32513914643324315
32,1,4.50975339392,0.0
32,2,4.50975339392,0.0
32,3,4.50975339392,0.0
32,4,4.50975339392,0.0
32,5,4.50975339392,0.0
32,6,27.163938243064212,0.5621881170289272
32,7,11.639698295290824,0.4101585390234246
33,1,3.5920928415167674,0.5331366455218258
33,2,3.495559948454468,0.3393267107734943
33,3,5.665277396957173,0.4138623724446311
33,4,9.099459533832983,0.45513257398180146
33,5,14.77621264014888,0.7579228288953839
33,6,10.69519012742551,0.4226070899227839
33,7,5.940343263715709,0.38843640492336595
34,1,4.909822247984476,0.4189086360471136
34,2,3.061134772134064,0.33400274158733456
34,3,4.576897680642899,0.4684357483734996
34,4,4.785468581632202,0.37564537014155197
34,5,9.75175009486952,0.4451563398698954
34,6,8.681371190819062,0.5687009547732303
34,7,5.996972694444715,0.4681350963460448
35,1,2.166778987369158,0.4270578487350549
35,2,1.7097127080433543,0.4257174103142297
35,3,2.267638100001166,0.4500302974025235
35,4,7.3869980535422215,0.5865005205076422
35,5,11.551629655215693,1.0730944543880128
35,6,9.075118910989016,0.5661232712174439
35,7,6.913355004005169,0.26664260422217423
36,1,6.08759267477691,0.4669435401078311
36,2,4.8579087218609205,0.40316878491478153
36,3,4.119866797778573,0.36606340196737575
36,4,5.589025074822698,0.3054819300226552
36,5,7.094197218799631,0.5827122258067555
36,6,6.587514739061682,0.5943801490665612
36,7,6.080958487953488,0.4213879782624058
37,1,11.061895706628,0.0
37,2,11.061895706628,0.0
37,3,11.061895706628,0.0
37,4,11.061895706628,0.0
37,5,52.58482366069472,0.8481078940772105
37,6,45.937750752123335,0.5259756666475506
37,7,23.000883571383252,0.43217188634792447
38,1,11.918514473208,0.0
38,2,11.918514473208,0.0
38,3,11.918514473208,0.0
38,4,11.918514473208,0.0
38,5,53.394085357802055,0.7190554932667346
38,6,40.31422321846023,0.46006643086642546
38,7,37.86557951615004,0.3120766554549049
39,1,2.943170997072,0.0
39,2,2.943170997072,0.0
39,3,2.943170997072,0.0
39,4,13.254203841625626,0.4902816254272051
39,5,12.593653214955056,0.5046743022950224
39,6,11.11181115560205,0.5188120105497809
39,7,10.70892485636649,0.18761325741222212
40,1,5.26857225387906,0.4716022180227332
40,2,4.29294925834758,0.4041940360349526
40,3,4.725129554030708,0.3307252979500387
40,4,6.767780772974701,0.4243112218659397
40,5,8.235309035236655,0.6596820099264584
40,6,5.964138445676291,0.5011474840377463
40,7,16.729735643554708,0.5045047172929624
41,1,2.426227163692355,0.31612000567096304
41,2,2.1782817753271995,0.2826021670577433
41,3,2.7390261748431453,0.43680352773077274
41,4,3.754884697039413,0.33134854804525377
41,5,4.733530619704966,0.7156828821958547
41,6,5.555924871108531,0.46871794707905573
41,7,10.900529946776112,0.4938629991522466
42,1,6.44050557288,0.0
42,2,6.44050557288,0.0
42,3,6.44050557288,0.0
42,4,6.44050557288,0.0
42,5,18.97830174804956,0.808439278420436
42,6,18.74377703474412,0.3863663992207094
42,7,13.682097013353388,0.24066988854205804
43,1,8.945068227777,0.0
43,2,8.945068227777,0.0
43,3,8.945068227777,0.0
43,4,8.945068227777,0.0
43,5,8.945068227777,0.0
43,6,18.323944748778253,0.4954323427630198
43,7,9.542298984684171,0.347199728652477
44,1,32.198409133264,0.0
44,2,32.198409133264,0.0
44,3,32.198409133264,0.0
44,4,32.198409133264,0.0
44,5,32.198409133264,0.0
44,6,32.198409133264,0.0
44,7,33.772206598117975,0.22072350583708525
45,1,2.565530741556,0.0
45,2,2.565530741556,0.0
45,3,2.565530741556,0.0
45,4,2.565530741556,0.0
45,5,2.565530741556,0.0
45,6,27.84448573637633,0.7414780488527882
45,7,12.088503472944586,0.45223295515366635
46,1,5.6074942116199935,0.39229293433503865
46,2,4.286776004449403,0.36458132111436503
46,3,10.302394450982678,0.5882740836276329
46,4,9.488680940821427,0.47709691671537663
46,5,15.518934395638544,0.7899269542890418
46,6,18.812051938598316,0.4885173981977417
46,7,13.613392682191309,0.470220627244597
47,1,15.625917591975002,0.0
47,2,15.625917591975002,0.0
47,3,15.625917591975002,0.0
47,4,15.625917591975002,0.0
47,5,15.625917591975002,0.0
47,6,15.625917591975002,0.0
47,7,19.070735735608107,0.35943730399592616
48,1,5.63599979314003,0.5205752885004996
48,2,3.654841748004498,0.4522380237137399
48,3,4.687518468705555,0.4106734430511732
48,4,8.286867290944736,0.43118865993040106
48,5,11.021214979842666,0.670307109556556
48,6,8.706831737243398,0.47082669098944446
48,7,6.01500238923964,0.2799624809804237
49,1,3.1516742804612967,0.3965411503065895
49,2,3.1924002215882097,0.3688730619322452
49,3,3.870521777317526,0.31025828953855006
49,4,14.786029117710047,0.48934396040145245
49,5,19.675963365758914,0.8103685195701646
49,6,15.327631854920002,0.3522467957049821
49,7,10.83,0.35243544412449634
50,1,5.3322688976,0.0
50,2,4.916241643914892,0.46429970750015803
50,3,12.351616279484695,0.5400748468100154
50,4,14.828931711379848,0.569771797437509
50,5,21.395295878671444,0.8035188596002117
50,6,18.546082167793248,0.5190941980419926
50,7,11.528738270028184,0.2843403026814918
51,1,13.238786879770599,0.35193487207635765
51,2,9.096604495950059,0.4279749227729308
51,3,9.591332750861161,0.4854627445782318
51,4,11.506291638995819,0.36333054474596727
51,5,13.44108604263435,0.7038377957438214
51,6,10.433312234919672,0.4410990825877772
51,7,7.099696526516017,0.2183274268648662
52,1,5.8264965979869245,0.349160985808206
52,2,3.604244561174835,0.4326583424689728
52,3,6.888589692150708,0.4368962244145575
52,4,9.77400847121645,0.3464490267609089
52,5,11.74367388066047,0.7922647740447234
52,6,11.267029456772544,0.48584009753813173
52,7,9.421394600280703,0.34238453385985895
53,1,6.942190990176001,0.0
53,2,6.942190990176001,0.0
53,3,6.942190990176001,0.0
53,4,6.942190990176001,0.0
53,5,23.43132209093322,0.6227025819163302
53,6,21.42266701575366,0.3598263315367898
53,7,9.050302175252185,0.4591164586988103
54,1,7.045638854398908,0.4977713686442599
54,2,6.52157931567054,0.4322002101551349
54,3,5.409514153240369,0.31608514129232673
54,4,7.739190638250132,0.27188205030906026
54,5,11.966009066605338,0.6192193704545778
54,6,8.274143005348723,0.41118189018430623
54,7,10.38388398044569,0.4593254440429164
55,1,9.646291915820001,0.0
55,2,9.646291915820001,0.0
55,3,9.646291915820001,0.0
55,4,9.646291915820001,0.0
55,5,13.964481778760918,0.23059178497229066
55,6,52.56125979470477,0.6121735101527384
55,7,44.869042101814,0.24083913058775405
56,1,1.1544031601,0.0
56,2,1.1544031601,0.0
56,3,1.1544031601,0.0
56,4,3.4870138418869714,0.5881313948753226
56,5,5.875158513595853,0.7927151358681965
56,6,11.876152878297168,0.6045689505257885
56,7,7.617159104690434,0.4486839409492559
57,1,3.6233661762239997,0.0
57,2,3.6233661762239997,0.0
57,3,3.6233661762239997,0.0
57,4,12.43394505074178,0.46226369905738507
57,5,21.499394066512117,0.9122255095119245
57,6,21.168050536777937,0.6366557267798507
57,7,13.499103252642216,0.40936988462238955
58,1,6.0950590495690005,0.0
58,2,6.0950590495690005,0.0
58,3,6.0950590495690005,0.0
58,4,6.0950590495690005,0.0
58,5,6.0950590495690005,0.0
58,6,6.0950590495690005,0.0
58,7,12.75785274587551,0.5505458671625119
59,1,7.984957709559512,0.42066681602336187
59,2,6.588185511631277,0.3882846947657221
59,3,9.007941880116768,0.37740398625699734
59,4,19.86007803765096,0.5361419109512909
59,5,41.38156270123017,0.8692772364588913
59,6,30.438083691906574,0.4952138373098583
59,7,16.549178711764185,0.4194074739026147
60,1,17.386294029749994,0.0
60,2,17.386294029749994,0.0
60,3,17.386294029749994,0.0
60,4,17.386294029749994,0.0
60,5,17.386294029749994,0.0
60,6,34.460071925505765,0.24967476067326
60,7,22.54711732452984,0.40992423391105454
61,1,6.453611480857021,0.4399524688368139
61,2,7.688356342488441,0.5960639892770762
61,3,13.78744933652178,0.5619613039042487
61,4,13.019776745120234,0.4353981230096704
61,5,18.08099113086309,0.7623120243620253
61,6,35.79160197728341,0.6457443145122326
61,7,19.808400270811724,0.4440822543050075
62,1,5.379022739662983,0.5063741831023331
62,2,5.66721081230046,0.41613380610756084
62,3,5.183790372436365,0.32537800246715015
62,4,6.249287423088401,0.29467670597689777
62,5,11.729460138391524,0.5959289919374411
62,6,11.540960688394499,0.4595909144584469
62,7,10.938266288896981,0.3261408396289584
63,1,6.280405348607999,0.0
63,2,6.280405348607999,0.0
63,3,6.280405348607999,0.0
63,4,6.280405348607999,0.0
63,5,35.24445082746737,0.6759811058221071
63,6,40.56833896581375,0.5060939820093847
63,7,40.00996171648052,0.42312661414966535
64,1,13.839037540504,0.0
64,2,13.839037540504,0.0
64,3,13.839037540504,0.0
64,4,13.839037540504,0.0
64,5,28.47494653620871,0.6835367337892219
64,6,19.864232350642535,0.41013146199882833
64,7,11.702407216381136,0.24486820757504119
65,1,16.440629492634002,0.0
65,2,16.440629492634002,0.0
65,3,16.440629492634002,0.0
65,4,16.440629492634002,0.0
65,5,16.440629492634002,0.0
65,6,16.440629492634002,0.0
65,7,52.20793218528692,0.5780466861911123
66,1,13.797438561080613,0.38486622010751914
66,2,6.9044582065607,0.5266710933501307
66,3,11.146976877401723,0.4890066742164732
66,4,14.395823719903676,0.40250906305909545
66,5,22.74981063953923,0.42704340273946667
66,6,16.498162934001122,0.4028116197432744
66,7,11.68,0.2737192386701675
67,1,10.739823107507998,0.0
67,2,10.739823107507998,0.0
67,3,10.739823107507998,0.0
67,4,10.739823107507998,0.0
67,5,10.739823107507998,0.0
67,6,50.82874181848486,0.43540488191685284
67,7,22.253141279169242,0.5720364188324539
68,1,3.5127183309800003,0.0
68,2,3.5127183309800003,0.0
68,3,3.5127183309800003,0.0
68,4,3.5127183309800003,0.0
68,5,17.972857300799998,0.6341495788853798
68,6,19.232681131108876,0.6123604256159741
68,7,15.793188141933085,0.4329660053440567
69,1,5.365990038718464,0.3182063533668767
69,2,5.075154085601744,0.33206268578509474
69,3,4.144848651223426,0.34080799711445425
69,4,5.494752663789116,0.27386151737409264
69,5,4.263863741148757,0.571424289029357
69,6,4.615722281163189,0.32015425061812586
69,7,7.2564927360806335,0.28584908233865064
70,1,2.730314732585725,0.28493377536287356
70,2,3.13382245366353,0.35919038041476625
70,3,3.5842556234736485,0.3696712375528996
70,4,4.741441356987,0.3286086253460374
70,5,8.135584258455475,0.7718765498947441
70,6,5.336217098807282,0.4060344201710529
70,7,3.4215128044186254,0.28862698903289463
71,1,3.111562836099,0.0
71,2,3.111562836099,0.0
71,3,3.111562836099,0.0
71,4,3.111562836099,0.0
71,5,17.990186790192748,0.8763105006969987
71,6,14.29547355679383,0.5551903147831204
71,7,14.824238330621574,0.31841287448441363
72,1,5.627198723013173,0.4525273524741093
72,2,4.501792889532687,0.3924594327526514
72,3,6.07270000755274,0.34711299171507093
72,4,10.22,0.26724448463180484
72,5,19.69,0.4218792769959884
72,6,21.362707957549006,0.4873209003760864
72,7,18.428370949740465,0.3387364963926446
73,1,1.1382785709322158,0.28256988635194
73,2,1.067585479925733,0.22900785657690084
73,3,1.059096567103668,0.28572886363721606
73,4,5.115392609433287,0.556871248789368
73,5,4.565408381377414,0.6146585527406062
73,6,3.3940942148800377,0.3323011589391125
73,7,3.32187977689665,0.23613956239997771
74,1,3.071077621824386,0.46798637368401896
74,2,2.0846290879728104,0.4828894038112551
74,3,2.64,0.3680745142384653
74,4,4.286600837660444,0.394056809009131
74,5,4.9395277711997,0.689211991334747
74,6,3.37,0.49617252005746343
74,7,2.426741542074884,0.194314041118636
75,1,4.7089859054700005,0.0
75,2,4.7089859054700005,0.0
75,3,4.7089859054700005,0.0
75,4,4.7089859054700005,0.0
75,5,28.263404420759198,0.827281825067554
75,6,24.574982802491537,0.5110968793423137
75,7,27.067011719189153,0.393599541469965
76,1,7.329261163370869,0.3792045109639551
76,2,6.66,0.33279379027028727
76,3,6.842682770677896,0.29477166114637815
76,4,16.46140303494869,0.41907974814282256
76,5,25.596028539400248,0.6666639219257319
76,6,29.249478087476696,0.40941306004087635
76,7,29.27515888850038,0.23136442751700068
77,1,6.827031495511999,0.0
77,2,6.871172568168186,0.5489991117697763
77,3,7.061666675062712,0.35005302514146597
77,4,8.447106081494468,0.30174979871869245
77,5,19.316278264052496,0.8779882286125296
77,6,13.62021793048826,0.4174147986753134
77,7,8.944966550910562,0.25266027032905625
78,1,6.09479054074,0.0
78,2,6.09479054074,0.0
78,3,6.09479054074,0.0
78,4,12.349747539710785,0.3691828880859371
78,5,13.142586160714172,0.5998181651317126
78,6,14.4898000686212,0.35013352669619796
78,7,11.52234012032543,0.20603309466693948
79,1,4.226530846604,0.0
79,2,4.226530846604,0.0
79,3,4.226530846604,0.0
79,4,4.226530846604,0.0
79,5,22.919304282423425,0.7873953344865023
79,6,16.847709351342424,0.5142405747384612
79,7,9.939775331139685,0.3776673083015273
80,1,4.808555344666782,0.38214595009710167
80,2,5.225793370729603,0.2993608288358909
80,3,6.016485282007661,0.3524474243471637
80,4,9.451500858469,0.28213474447063924
80,5,10.706545649745864,0.7821440543200358
80,6,9.163133131067,0.45206978249862356
80,7,7.665167693863254,0.3424392782281897
81,1,7.009189574142659,0.40276964974604
81,2,6.517121237743027,0.4534657701034911
81,3,6.337150620892878,0.3002261417672917
81,4,7.794424339614467,0.3304006136229839
81,5,12.842093047164651,0.7205580979814544
81,6,10.795709971287966,0.4279085162864224
81,7,16.301190732687417,0.442396877715537
82,1,9.821104090656,0.0
82,2,9.821104090656,0.0
82,3,9.821104090656,0.0
82,4,9.821104090656,0.0
82,5,9.821104090656,0.0
82,6,54.05410389327081,0.46583523366214724
82,7,37.728120831310925,0.5734146343836638
83,1,13.802514325038235,0.40223051374867935
83,2,11.873877255022771,0.40020964586981916
83,3,6.96544820799131,0.3649866888130453
83,4,8.029117262980586,0.3853466986980009
83,5,6.076608317937156,0.6220179094256572
83,6,6.493459029108796,0.4497653820254882
83,7,6.566866215269876,0.30846605896260626
84,1,3.0647118054397975,0.34561737607428483
84,2,3.160871669757849,0.46982985743988553
84,3,4.942004432981073,0.4621935416256934
84,4,8.19389239380607,0.3332160352249759
84,5,14.393419326353772,0.8424327494439924
84,6,8.980635448378521,0.5231960250793316
84,7,8.560210806525001,0.35130482670515695
85,1,1.6389312506090379,0.30174955283736954
85,2,3.0232037908929534,0.38935527396311337
85,3,5.06087222410169,0.41896256542866156
85,4,5.583485911431676,0.37439015180121543
85,5,6.626861163094843,0.7384490742722888
85,6,5.610295539813699,0.39581154522446865
85,7,4.410335138725874,0.2151245654348549
86,1,5.580516580970844,0.34914488849670244
86,2,4.536263799922589,0.47495032047931046
86,3,3.5671318675554575,0.3621687628280548
86,4,4.599762689651089,0.2965588902501915
86,5,8.872403773186413,0.7667454758064659
86,6,11.609095980053457,0.5092960684881155
86,7,7.811956557511958,0.33077840249843116
87,1,20.641025317584,0.0
87,2,20.641025317584,0.0
87,3,20.641025317584,0.0
87,4,20.641025317584,0.0
87,5,20.641025317584,0.0
87,6,20.641025317584,0.0
87,7,24.34641094595759,0.4182958922992775
88,1,4.675841411653424,0.18042738002556652
88,2,5.099994233483059,0.12923850855197871
88,3,5.123448145446471,0.18351990703248175
88,4,8.383521758637652,0.2341234821822561
88,5,11.8489920609231,0.3090287105641547
88,6,11.371019670622989,0.14535198742521788
88,7,15.1477022325062,0.1343554543663049
89,1,6.887796576839999,0.0
89,2,6.887796576839999,0.0
89,3,6.887796576839999,0.0
89,4,6.887796576839999,0.0
89,5,6.887796576839999,0.0
89,6,6.887796576839999,0.0
89,7,12.261586342152542,0.4579305993020027
90,1,2.1501828878384748,0.42044591040811047
90,2,1.9433340570793376,0.4075980719549232
90,3,2.3475100262279938,0.4005033358399762
90,4,2.7911125562732813,0.3428762819925201
90,5,4.846971030908529,0.6448636223508257
90,6,4.207742750660377,0.48601106630197227
90,7,2.8795546464182062,0.18343537165961413
91,1,11.316977545517117,0.5123303230416716
91,2,11.360849142045648,0.4389846149784009
91,3,10.601020583706083,0.3400318025921853
91,4,11.891243972748,0.2714248443449981
91,5,17.427583116349354,0.7802328349508564
91,6,14.128215457827975,0.4283809458136859
91,7,10.38548525735375,0.30317687820550243
92,1,5.828337404639997,0.0
92,2,5.828337404639997,0.0
92,3,5.828337404639997,0.0
92,4,5.828337404639997,0.0
92,5,18.79202765053815,0.7808259402556467
92,6,18.08958041177838,0.5279141927223426
92,7,12.79731900379527,0.4603963651062487
93,1,2.2017796600740773,0.38165356291283115
93,2,3.086461009122412,0.45205729129623584
93,3,5.190872596167124,0.4401064416682476
93,4,7.726375108592848,0.3452331404905445
93,5,12.326188458886238,0.67140118440309
93,6,12.255438463687334,0.46610768472957326
93,7,12.225534047444288,0.29853859828504625
94,1,10.235575889257099,0.324395095684905
94,2,9.414396267319752,0.308566830326255
94,3,16.009576307016406,0.3782706184369017
94,4,22.6020985224479,0.40380473829514074
94,5,29.390533981348433,0.721057523205434
94,6,20.52623428651566,0.4365019106455647
94,7,14.110844970204937,0.21060372843816938
95,1,6.477191839806656,0.2901141534414435
95,2,5.995658302559586,0.4355650258424057
95,3,9.543714471377479,0.4104889535980065
95,4,19.367717770254576,0.4499936366235505
95,5,30.822237585267303,0.7209417437406367
95,6,23.66373124183486,0.4177182203275239
95,7,19.042205130112972,0.24006757137149257
96,1,4.266291757285863,0.40942775049921015
96,2,2.4528886600246347,0.375109262434227
96,3,2.7362319800784682,0.43184712802716424
96,4,4.226785309302785,0.38482934772058264
96,5,7.445616345204629,0.5803914283444835
96,6,6.019706364705242,0.5496578024924659
96,7,3.933957767593569,0.3359613776304278
97,1,3.571328008419735,0.47144899855245015
97,2,2.9325066580773695,0.3454212387235416
97,3,10.092401052195394,0.5305045820254392
97,4,17.692518545324035,0.4524883045584219
97,5,29.391414926484384,0.7585976507551796
97,6,19.448162536759053,0.4219548105669672
97,7,19.273083469482213,0.3501980157442978
98,1,11.955718820016001,0.0
98,2,11.955718820016001,0.0
98,3,11.955718820016001,0.0
98,4,11.955718820016001,0.0
98,5,11.955718820016001,0.0
98,6,33.007822588940904,0.591797549592843
98,7,17.09983799606988,0.38593466758745226
99,1,5.773556978439648,0.3793247104161905
99,2,5.361134628688523,0.4314470541139074
99,3,10.25211344729222,0.4291732151168551
99,4,13.231942947797995,0.4701795345196794
99,5,24.0821966774604,0.752554548179397
99,6,15.89452834127234,0.5587289017671996
99,7,12.403917492118541,0.39856912603424133
100,1,5.38541837973071,0.4387612413579816
100,2,3.198016154556076,0.38684506834159804
100,3,2.9395853269494876,0.3480486903009733
100,4,5.6640457944316065,0.3913309225713703
100,5,6.911623112966356,0.5853962256319525
100,6,6.349801221176884,0.45859006571148875
100,7,4.99,0.261909806521642
101,1,5.6932073142403725,0.2884943002397487
101,2,3.539231525567437,0.3864551740384704
101,3,5.408865462443455,0.4990514937238675
101,4,12.5638209121715,0.5728178246559564
101,5,17.804108700265694,0.7663136333140427
101,6,12.848848135881289,0.47647151199431775
101,7,12.420394011087472,0.3876170565200349
102,1,19.966074790779,0.0
102,2,19.966074790779,0.0
102,3,19.966074790779,0.0
102,4,19.966074790779,0.0
102,5,19.966074790779,0.0
102,6,19.966074790779,0.0
102,7,32.88085177408104,0.43392974785080035
103,1,3.612477784020373,0.21649088931548194
103,2,3.7632283741596217,0.17114137946086558
103,3,3.416871402932638,0.17339285634796367
103,4,5.341641355724383,0.2980194712326015
103,5,4.719334348065462,0.593095820709078
